title;artist;feeling
Gin And Juice;Snoop Doggy Dogg;Not Happy
Devil And The Woman;C Layne;Not Likeable
Genie In A Bottle;Christina Aguilera;Not Likeable
Hey Jealousy;Gin Blossoms;Not Likeable
Prelude;Saros;Not Likeable
Soul And Fire;Sebadoh;Not Likeable
Psychedelic Baby;Very Large Array;Not Likeable
Sweat Machine;Aerobic Jonquil;Not Recommended
Mr. Clarinet;Birthday Party;Not Recommended
Had To Cry Today;Blind Faith;Not Recommended
Devil And The Woman;C Layne;Not Recommended
Genie In A Bottle;Christina Aguilera;Not Recommended
Guinnevere;Crosby Stills And Nash;Not Recommended
Cuckoo Cocoon;Genesis;Not Recommended
Hey Jealousy;Gin Blossoms;Not Recommended
Head Like A Hole;Nine Inch Nails;Not Recommended
Aneurysm;Nirvana;Not Recommended
Simple Kind Of Life;No Doubt;Not Recommended
Prelude;Saros;Not Recommended
Set Fire To The City;Shane Jackman;Not Recommended
Hollow Earth;Shiva In Exile;Not Recommended
The Concept;Teenage Fanclub;Not Recommended
Psychedelic Baby;Very Large Array;Not Recommended
Gary Gilmores Eyes;Adverts;Not Sad
Sweat Machine;Aerobic Jonquil;Not Sad
Country House;Blur;Not Sad
Time Is Tight;Booker T. And The Mgs;Not Sad
Lovey Dovey Kind Of Love;Brenton Wood;Not Sad
Good Times Roll;Cars;Not Sad
Marsh Of Rhuddlan;Cheryl Ann Fulton;Not Sad
Genie In A Bottle;Christina Aguilera;Not Sad
Tubthumping;Chumbawamba;Not Sad
Lester Leaps In;Count Basie;Not Sad
Travelin Band;Creedence Clearwater Revival;Not Sad
Money For Nothing;Dire Straits;Not Sad
Brazil;Django Reinhardt;Not Sad
China Grove;Doobie Brothers;Not Sad
Nuthin But A G Thang;Dr. Dre;Not Sad
Caravan;Duke Ellington And His Orchestra;Not Sad
Baby Britain;Elliott Smith;Not Sad
Less Than Zero;Elvis Costello;Not Sad
Epic;Faith No More;Not Sad
Fly Me To The Moon;Frank Sinatra;Not Sad
Lexicon Devil;Germs;Not Sad
Gos;Go;Not Sad
Angels;Human Response;Not Sad
Rotgut;Jackalopes;Not Sad
Surf City;Jan And Dean;Not Sad
Somebody To Love;Jefferson Airplane;Not Sad
Love Will Tear Us Apart;Joy Division;Not Sad
Spacelab;Kraftwerk;Not Sad
My Guy;Mary Wells;Not Sad
Country Grammar;Nelly;Not Sad
Head Like A Hole;Nine Inch Nails;Not Sad
Wave Of Mutilation;Pixies;Not Sad
I Just Want To Have Something To Do;Ramones;Not Sad
Super Freak;Rick James;Not Sad
Love Is The Drug;Roxy Music;Not Sad
Cumbanchero;Rubn Gonzlez;Not Sad
A Journey To Reedham (7Am Mix);Squarepusher;Not Sad
Nothings Gonna Stop Us Now;Starship;Not Sad
130;Strojovna 07;Not Sad
You Make Me Feel Mighty Real;Sylvester;Not Sad
Bang The Drum All Day;Todd Rundgren;Not Sad
Buddy Holly;Weezer;Not Sad
Dance Floor;Zapp;Not Sad
Mr. Clarinet;Birthday Party;Party
Take The Power Back;Bots;Party
El Cuarto De Tula;Buena Vista Social Club;Party
Travelin Band;Creedence Clearwater Revival;Party
Nuthin But A G Thang;Dr. Dre;Party
Hey Jealousy;Gin Blossoms;Party
Gold Digger;Kanye West;Party
Transcend Fate Of A Dj;Memories Of Tomorrow;Party
Country Grammar;Nelly;Party
Blue Monday;New Order;Party
Mr. Pitiful;Otis Redding;Party
Super Freak;Rick James;Party
How Soon Is Now;Smiths;Party
Gin And Juice;Snoop Doggy Dogg;Party
Dance Floor;Zapp;Party
Mandy;Barry Manilow;Piano
These Foolish Things;Chet Baker;Piano
Genie In A Bottle;Christina Aguilera;Piano
Lester Leaps In;Count Basie;Piano
Caravan;Duke Ellington And His Orchestra;Piano
Baby Britain;Elliott Smith;Piano
Heartbreak Hotel;Elvis Presley;Piano
Imagine;John Lennon;Piano
Please Mr. Postman;Marvelettes;Piano
Razor Love;Neil Young;Piano
Dont Know Why;Norah Jones;Piano
Karma Police;Radiohead;Piano
Cumbanchero;Rubn Gonzlez;Piano
Cigarettes And Chocolate Milk;Rufus Wainwright;Piano
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Piano
Sweat Machine;Aerobic Jonquil;Pleasant
No Excuses;Alice In Chains;Pleasant
Melissa;Allman Brothers Band;Pleasant
Mandy;Barry Manilow;Pleasant
God Bless The Child;Billie Holiday;Pleasant
Country House;Blur;Pleasant
Time Is Tight;Booker T. And The Mgs;Pleasant
Lovey Dovey Kind Of Love;Brenton Wood;Pleasant
El Cuarto De Tula;Buena Vista Social Club;Pleasant
Marsh Of Rhuddlan;Cheryl Ann Fulton;Pleasant
These Foolish Things;Chet Baker;Pleasant
Lester Leaps In;Count Basie;Pleasant
Guinnevere;Crosby Stills And Nash;Pleasant
Here With Me;Dido;Pleasant
Brazil;Django Reinhardt;Pleasant
Tequila Sunrise;Eagles;Pleasant
Baby Britain;Elliott Smith;Pleasant
Less Than Zero;Elvis Costello;Pleasant
Never Leave;Etherine;Pleasant
Fly Me To The Moon;Frank Sinatra;Pleasant
Cuckoo Cocoon;Genesis;Pleasant
Gos;Go;Pleasant
Angels;Human Response;Pleasant
Surf City;Jan And Dean;Pleasant
Please Mr. Postman;Marvelettes;Pleasant
My Guy;Mary Wells;Pleasant
Razor Love;Neil Young;Pleasant
Dont Know Why;Norah Jones;Pleasant
Mr. Pitiful;Otis Redding;Pleasant
Love Is The Drug;Roxy Music;Pleasant
Cigarettes And Chocolate Milk;Rufus Wainwright;Pleasant
Possession;Sarah Mclachlan;Pleasant
Set Fire To The City;Shane Jackman;Pleasant
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Pleasant
Nothings Gonna Stop Us Now;Starship;Pleasant
The Concept;Teenage Fanclub;Pleasant
All Day Music;War;Pleasant
Buddy Holly;Weezer;Pleasant
No Excuses;Alice In Chains;Pop
Country House;Blur;Pop
Genie In A Bottle;Christina Aguilera;Pop
Here With Me;Dido;Pop
Money For Nothing;Dire Straits;Pop
Fly Me To The Moon;Frank Sinatra;Pop
Gos;Go;Pop
Love Will Tear Us Apart;Joy Division;Pop
Blue Monday;New Order;Pop
Simple Kind Of Life;No Doubt;Pop
Karma Police;Radiohead;Pop
Super Freak;Rick James;Pop
Love Is The Drug;Roxy Music;Pop
Nothings Gonna Stop Us Now;Starship;Pop
Bang The Drum All Day;Todd Rundgren;Pop
Dance Floor;Zapp;Pop
God Bless The Child;Billie Holiday;Positive
Country House;Blur;Positive
Lovey Dovey Kind Of Love;Brenton Wood;Positive
Good Times Roll;Cars;Positive
These Foolish Things;Chet Baker;Positive
Tubthumping;Chumbawamba;Positive
Lester Leaps In;Count Basie;Positive
Here With Me;Dido;Positive
Brazil;Django Reinhardt;Positive
China Grove;Doobie Brothers;Positive
Baby Britain;Elliott Smith;Positive
Fly Me To The Moon;Frank Sinatra;Positive
Gos;Go;Positive
Surf City;Jan And Dean;Positive
Imagine;John Lennon;Positive
My Guy;Mary Wells;Positive
Country Grammar;Nelly;Positive
Cumbanchero;Rubn Gonzlez;Positive
Cigarettes And Chocolate Milk;Rufus Wainwright;Positive
A Journey To Reedham (7Am Mix);Squarepusher;Positive
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Positive
Nothings Gonna Stop Us Now;Starship;Positive
You Make Me Feel Mighty Real;Sylvester;Positive
Bang The Drum All Day;Todd Rundgren;Positive
All Day Music;War;Positive
Buddy Holly;Weezer;Positive
Dance Floor;Zapp;Positive
God Bless The Child;Billie Holiday;Positive Feelings
Country House;Blur;Positive Feelings
Time Is Tight;Booker T. And The Mgs;Positive Feelings
Lovey Dovey Kind Of Love;Brenton Wood;Positive Feelings
El Cuarto De Tula;Buena Vista Social Club;Positive Feelings
Good Times Roll;Cars;Positive Feelings
These Foolish Things;Chet Baker;Positive Feelings
Genie In A Bottle;Christina Aguilera;Positive Feelings
Tubthumping;Chumbawamba;Positive Feelings
Lester Leaps In;Count Basie;Positive Feelings
Travelin Band;Creedence Clearwater Revival;Positive Feelings
Money For Nothing;Dire Straits;Positive Feelings
Brazil;Django Reinhardt;Positive Feelings
Baby Britain;Elliott Smith;Positive Feelings
Fly Me To The Moon;Frank Sinatra;Positive Feelings
Cuckoo Cocoon;Genesis;Positive Feelings
Gos;Go;Positive Feelings
Angels;Human Response;Positive Feelings
Surf City;Jan And Dean;Positive Feelings
Somebody To Love;Jefferson Airplane;Positive Feelings
Fruitless;Lisa Debenedictis;Positive Feelings
My Guy;Mary Wells;Positive Feelings
Transcend Fate Of A Dj;Memories Of Tomorrow;Positive Feelings
Country Grammar;Nelly;Positive Feelings
Super Freak;Rick James;Positive Feelings
Love Is The Drug;Roxy Music;Positive Feelings
Cumbanchero;Rubn Gonzlez;Positive Feelings
A Journey To Reedham (7Am Mix);Squarepusher;Positive Feelings
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Positive Feelings
Nothings Gonna Stop Us Now;Starship;Positive Feelings
130;Strojovna 07;Positive Feelings
You Make Me Feel Mighty Real;Sylvester;Positive Feelings
Bang The Drum All Day;Todd Rundgren;Positive Feelings
All Day Music;War;Positive Feelings
Buddy Holly;Weezer;Positive Feelings
Dance Floor;Zapp;Positive Feelings
Gary Gilmores Eyes;Adverts;Powerful
No Excuses;Alice In Chains;Powerful
Mr. Clarinet;Birthday Party;Powerful
Six Pack;Black Flag;Powerful
Comedown;Bush;Powerful
Genie In A Bottle;Christina Aguilera;Powerful
Tubthumping;Chumbawamba;Powerful
Travelin Band;Creedence Clearwater Revival;Powerful
China Grove;Doobie Brothers;Powerful
Nuthin But A G Thang;Dr. Dre;Powerful
Never Leave;Etherine;Powerful
Epic;Faith No More;Powerful
Moanin At Midnight;Howlin Wolf;Powerful
Rotgut;Jackalopes;Powerful
Somebody To Love;Jefferson Airplane;Powerful
Alf Leyla Wa Leyla;Jesse Manno;Powerful
What People Are Made Of;Modest Mouse;Powerful
Head Like A Hole;Nine Inch Nails;Powerful
Aneurysm;Nirvana;Powerful
Cumbanchero;Rubn Gonzlez;Powerful
Possession;Sarah Mclachlan;Powerful
Mandy;Barry Manilow;R&B
Lovey Dovey Kind Of Love;Brenton Wood;R&B
Please Mr. Postman;Marvelettes;R&B
My Guy;Mary Wells;R&B
Mr. Pitiful;Otis Redding;R&B
You Make Me Feel Mighty Real;Sylvester;R&B
Lovey Dovey Kind Of Love;Brenton Wood;Recommended
Good Times Roll;Cars;Recommended
These Foolish Things;Chet Baker;Recommended
Travelin Band;Creedence Clearwater Revival;Recommended
Here With Me;Dido;Recommended
Brazil;Django Reinhardt;Recommended
Tequila Sunrise;Eagles;Recommended
Baby Britain;Elliott Smith;Recommended
Moanin At Midnight;Howlin Wolf;Recommended
Surf City;Jan And Dean;Recommended
Somebody To Love;Jefferson Airplane;Recommended
Imagine;John Lennon;Recommended
Gold Digger;Kanye West;Recommended
Blue Monday;New Order;Recommended
Dont Know Why;Norah Jones;Recommended
Super Freak;Rick James;Recommended
Love Is The Drug;Roxy Music;Recommended
Cumbanchero;Rubn Gonzlez;Recommended
Cigarettes And Chocolate Milk;Rufus Wainwright;Recommended
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Recommended
Sweat Machine;Aerobic Jonquil;Recording Quality
No Excuses;Alice In Chains;Recording Quality
Mandy;Barry Manilow;Recording Quality
Mr. Clarinet;Birthday Party;Recording Quality
Had To Cry Today;Blind Faith;Recording Quality
Time Is Tight;Booker T. And The Mgs;Recording Quality
Take The Power Back;Bots;Recording Quality
El Cuarto De Tula;Buena Vista Social Club;Recording Quality
Comedown;Bush;Recording Quality
Marsh Of Rhuddlan;Cheryl Ann Fulton;Recording Quality
Genie In A Bottle;Christina Aguilera;Recording Quality
Tubthumping;Chumbawamba;Recording Quality
Lester Leaps In;Count Basie;Recording Quality
Guinnevere;Crosby Stills And Nash;Recording Quality
Here With Me;Dido;Recording Quality
Money For Nothing;Dire Straits;Recording Quality
China Grove;Doobie Brothers;Recording Quality
Nuthin But A G Thang;Dr. Dre;Recording Quality
Caravan;Duke Ellington And His Orchestra;Recording Quality
Tequila Sunrise;Eagles;Recording Quality
Baby Britain;Elliott Smith;Recording Quality
Never Leave;Etherine;Recording Quality
Epic;Faith No More;Recording Quality
Brilliant Day Eine Kleine Mix;Four Stones;Recording Quality
Fly Me To The Moon;Frank Sinatra;Recording Quality
The True One;Gene Clark;Recording Quality
Hey Jealousy;Gin Blossoms;Recording Quality
Angels;Human Response;Recording Quality
Alf Leyla Wa Leyla;Jesse Manno;Recording Quality
Gold Digger;Kanye West;Recording Quality
Spacelab;Kraftwerk;Recording Quality
Transcend Fate Of A Dj;Memories Of Tomorrow;Recording Quality
What People Are Made Of;Modest Mouse;Recording Quality
Country Grammar;Nelly;Recording Quality
Head Like A Hole;Nine Inch Nails;Recording Quality
Simple Kind Of Life;No Doubt;Recording Quality
Dont Know Why;Norah Jones;Recording Quality
Love My Way;Psychedelic Furs;Recording Quality
Karma Police;Radiohead;Recording Quality
Love Is The Drug;Roxy Music;Recording Quality
Cumbanchero;Rubn Gonzlez;Recording Quality
Cigarettes And Chocolate Milk;Rufus Wainwright;Recording Quality
Possession;Sarah Mclachlan;Recording Quality
Prelude;Saros;Recording Quality
Soul And Fire;Sebadoh;Recording Quality
Set Fire To The City;Shane Jackman;Recording Quality
New Slang;Shins;Recording Quality
Hollow Earth;Shiva In Exile;Recording Quality
How Soon Is Now;Smiths;Recording Quality
Gin And Juice;Snoop Doggy Dogg;Recording Quality
A Journey To Reedham (7Am Mix);Squarepusher;Recording Quality
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Recording Quality
Nothings Gonna Stop Us Now;Starship;Recording Quality
130;Strojovna 07;Recording Quality
The Concept;Teenage Fanclub;Recording Quality
Psychedelic Baby;Very Large Array;Recording Quality
Buddy Holly;Weezer;Recording Quality
Dance Floor;Zapp;Recording Quality
Sweat Machine;Aerobic Jonquil;Relax
Melissa;Allman Brothers Band;Relax
God Bless The Child;Billie Holiday;Relax
Lovey Dovey Kind Of Love;Brenton Wood;Relax
Devil And The Woman;C Layne;Relax
These Foolish Things;Chet Baker;Relax
Guinnevere;Crosby Stills And Nash;Relax
Brilliant Day Eine Kleine Mix;Four Stones;Relax
The True One;Gene Clark;Relax
Cuckoo Cocoon;Genesis;Relax
Fruitless;Lisa Debenedictis;Relax
Razor Love;Neil Young;Relax
Dont Know Why;Norah Jones;Relax
Dry;Pj Harvey;Relax
Prelude;Saros;Relax
Soul And Fire;Sebadoh;Relax
Set Fire To The City;Shane Jackman;Relax
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Relax
The Concept;Teenage Fanclub;Relax
No Excuses;Alice In Chains;Rock
Mandy;Barry Manilow;Rock
Had To Cry Today;Blind Faith;Rock
Comedown;Bush;Rock
Good Times Roll;Cars;Rock
Travelin Band;Creedence Clearwater Revival;Rock
Money For Nothing;Dire Straits;Rock
China Grove;Doobie Brothers;Rock
Baby Britain;Elliott Smith;Rock
Heartbreak Hotel;Elvis Presley;Rock
Stella Was A Diver And She Was Always Down;Interpol;Rock
Rotgut;Jackalopes;Rock
Somebody To Love;Jefferson Airplane;Rock
Love Will Tear Us Apart;Joy Division;Rock
What People Are Made Of;Modest Mouse;Rock
Aneurysm;Nirvana;Rock
Wave Of Mutilation;Pixies;Rock
Dry;Pj Harvey;Rock
Karma Police;Radiohead;Rock
Cigarettes And Chocolate Milk;Rufus Wainwright;Rock
Possession;Sarah Mclachlan;Rock
How Soon Is Now;Smiths;Rock
The Concept;Teenage Fanclub;Rock
Bang The Drum All Day;Todd Rundgren;Rock
Psychedelic Baby;Very Large Array;Rock
Buddy Holly;Weezer;Rock
Mandy;Barry Manilow;Romantic
Lovey Dovey Kind Of Love;Brenton Wood;Romantic
El Cuarto De Tula;Buena Vista Social Club;Romantic
Marsh Of Rhuddlan;Cheryl Ann Fulton;Romantic
These Foolish Things;Chet Baker;Romantic
Lester Leaps In;Count Basie;Romantic
Here With Me;Dido;Romantic
Brazil;Django Reinhardt;Romantic
Fly Me To The Moon;Frank Sinatra;Romantic
Hey Jealousy;Gin Blossoms;Romantic
My Guy;Mary Wells;Romantic
Razor Love;Neil Young;Romantic
Simple Kind Of Life;No Doubt;Romantic
Dont Know Why;Norah Jones;Romantic
Soul And Fire;Sebadoh;Romantic
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Romantic
Nothings Gonna Stop Us Now;Starship;Romantic
All Day Music;War;Romantic
Gary Gilmores Eyes;Adverts;Rough
Mr. Clarinet;Birthday Party;Rough
Six Pack;Black Flag;Rough
Had To Cry Today;Blind Faith;Rough
Time Is Tight;Booker T. And The Mgs;Rough
Take The Power Back;Bots;Rough
Comedown;Bush;Rough
Tubthumping;Chumbawamba;Rough
Travelin Band;Creedence Clearwater Revival;Rough
Money For Nothing;Dire Straits;Rough
China Grove;Doobie Brothers;Rough
Nuthin But A G Thang;Dr. Dre;Rough
Caravan;Duke Ellington And His Orchestra;Rough
Epic;Faith No More;Rough
Lexicon Devil;Germs;Rough
Hey Jealousy;Gin Blossoms;Rough
Gos;Go;Rough
Stella Was A Diver And She Was Always Down;Interpol;Rough
Rotgut;Jackalopes;Rough
Somebody To Love;Jefferson Airplane;Rough
Alf Leyla Wa Leyla;Jesse Manno;Rough
Mirror People;Love And Rockets;Rough
What People Are Made Of;Modest Mouse;Rough
Head Like A Hole;Nine Inch Nails;Rough
Aneurysm;Nirvana;Rough
Wave Of Mutilation;Pixies;Rough
Dry;Pj Harvey;Rough
I Just Want To Have Something To Do;Ramones;Rough
Super Freak;Rick James;Rough
Little By Little;Rolling Stones;Rough
Cumbanchero;Rubn Gonzlez;Rough
Gin And Juice;Snoop Doggy Dogg;Rough
A Journey To Reedham (7Am Mix);Squarepusher;Rough
I Wanna Be Adored;Stone Roses;Rough
130;Strojovna 07;Rough
You Make Me Feel Mighty Real;Sylvester;Rough
Bang The Drum All Day;Todd Rundgren;Rough
Buddy Holly;Weezer;Rough
Dance Floor;Zapp;Rough
No Excuses;Alice In Chains;Sad
Mr. Clarinet;Birthday Party;Sad
Tequila Sunrise;Eagles;Sad
Heartbreak Hotel;Elvis Presley;Sad
The True One;Gene Clark;Sad
Hey Jealousy;Gin Blossoms;Sad
Moanin At Midnight;Howlin Wolf;Sad
Stella Was A Diver And She Was Always Down;Interpol;Sad
Please Mr. Postman;Marvelettes;Sad
Karma Police;Radiohead;Sad
Soul And Fire;Sebadoh;Sad
Set Fire To The City;Shane Jackman;Sad
New Slang;Shins;Sad
Sweat Machine;Aerobic Jonquil;Sampler
Gold Digger;Kanye West;Sampler
I M Alive;Kenji Williams;Sampler
Transcend Fate Of A Dj;Memories Of Tomorrow;Sampler
Head Like A Hole;Nine Inch Nails;Sampler
Sweat Machine;Aerobic Jonquil;Sequencer
Genie In A Bottle;Christina Aguilera;Sequencer
Angels;Human Response;Sequencer
Spacelab;Kraftwerk;Sequencer
Transcend Fate Of A Dj;Memories Of Tomorrow;Sequencer
Country Grammar;Nelly;Sequencer
Blue Monday;New Order;Sequencer
Head Like A Hole;Nine Inch Nails;Sequencer
A Journey To Reedham (7Am Mix);Squarepusher;Sequencer
130;Strojovna 07;Sequencer
Dance Floor;Zapp;Sequencer
Sweat Machine;Aerobic Jonquil;Slow
Melissa;Allman Brothers Band;Slow
Mandy;Barry Manilow;Slow
God Bless The Child;Billie Holiday;Slow
Take The Power Back;Bots;Slow
Devil And The Woman;C Layne;Slow
Good Times Roll;Cars;Slow
These Foolish Things;Chet Baker;Slow
Guinnevere;Crosby Stills And Nash;Slow
Here With Me;Dido;Slow
Nuthin But A G Thang;Dr. Dre;Slow
Less Than Zero;Elvis Costello;Slow
Heartbreak Hotel;Elvis Presley;Slow
Never Leave;Etherine;Slow
Brilliant Day Eine Kleine Mix;Four Stones;Slow
The True One;Gene Clark;Slow
Cuckoo Cocoon;Genesis;Slow
Imagine;John Lennon;Slow
Love Will Tear Us Apart;Joy Division;Slow
I M Alive;Kenji Williams;Slow
Fruitless;Lisa Debenedictis;Slow
Mirror People;Love And Rockets;Slow
Razor Love;Neil Young;Slow
Dont Know Why;Norah Jones;Slow
Karma Police;Radiohead;Slow
Sweet Home Chicago;Robert Johnson;Slow
Little By Little;Rolling Stones;Slow
Possession;Sarah Mclachlan;Slow
Prelude;Saros;Slow
Soul And Fire;Sebadoh;Slow
Set Fire To The City;Shane Jackman;Slow
New Slang;Shins;Slow
Hollow Earth;Shiva In Exile;Slow
Corcovado Quiet Nights Of Quiet Stars;Stan Getz;Slow
Nothings Gonna Stop Us Now;Starship;Slow
The Concept;Teenage Fanclub;Slow
Mandy;Barry Manilow;Soft Rock
Here With Me;Dido;Soft Rock
Less Than Zero;Elvis Costello;Soft Rock
Cuckoo Cocoon;Genesis;Soft Rock
Simple Kind Of Life;No Doubt;Soft Rock
Possession;Sarah Mclachlan;Soft Rock
Nothings Gonna Stop Us Now;Starship;Soft Rock
The Concept;Teenage Fanclub;Soft Rock
Psychedelic Baby;Very Large Array;Soft Rock
Comedown;Bush;Strong
Genie In A Bottle;Christina Aguilera;Strong
Tubthumping;Chumbawamba;Strong
Travelin Band;Creedence Clearwater Revival;Strong
China Grove;Doobie Brothers;Strong
Nuthin But A G Thang;Dr. Dre;Strong
Moanin At Midnight;Howlin Wolf;Strong
Rotgut;Jackalopes;Strong
Somebody To Love;Jefferson Airplane;Strong
What People Are Made Of;Modest Mouse;Strong
Country Grammar;Nelly;Strong
Dont Know Why;Norah Jones;Strong
Mr. Pitiful;Otis Redding;Strong
Hollow Earth;Shiva In Exile;Strong
Gary Gilmores Eyes;Adverts;Studio Recording
Sweat Machine;Aerobic Jonquil;Studio Recording
No Excuses;Alice In Chains;Studio Recording
Melissa;Allman Brothers Band;Studio Recording
Mandy;Barry Manilow;Studio Recording
Six Pack;Black Flag;Studio Recording
Had To Cry Today;Blind Faith;Studio Recording
Country House;Blur;Studio Recording
Time Is Tight;Booker T. And The Mgs;Studio Recording
Take The Power Back;Bots;Studio Recording
Lovey Dovey Kind Of Love;Brenton Wood;Studio Recording
Comedown;Bush;Studio Recording
Devil And The Woman;C Layne;Studio Recording
Good Times Roll;Cars;Studio Recording
Genie In A Bottle;Christina Aguilera;Studio Recording
Tubthumping;Chumbawamba;Studio Recording
Travelin Band;Creedence Clearwater Revival;Studio Recording
Guinnevere;Crosby Stills And Nash;Studio Recording
Here With Me;Dido;Studio Recording
Money For Nothing;Dire Straits;Studio Recording
Brazil;Django Reinhardt;Studio Recording
China Grove;Doobie Brothers;Studio Recording
